pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
58046,2,"The change is a single file fix removing an unwanted banner, requiring only import/state cleanup",5,The change was handled by an agent with targeted frontend lint check passing and was approved on the first pass,deepseek/deepseek-v4-flash:free,2026-05-15T01:29:07.861673
58042,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:29:12.373412
58041,2,"The PR is a small, single-file fix to a deny-list rule with four new test cases.",4,"The PR has a thorough description, two approvals, and 26 tests passing on first pass.",deepseek/deepseek-v4-flash:free,2026-05-15T01:29:14.346040
58038,4,"Architectural refactor with batched fan-out, rollout filter extraction, and new metrics, affecting 8 files with 1003 additions.",3,"Several review feedback issues (blocking HTTP call, misleading PermissionError, rollout filter bypass) remain unaddressed despite the PR having been deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T01:29:33.038216
58040,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:29:33.741803
58030,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:29:44.306111
58035,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:30:14.639156
58027,4,"First-pass comments led to two substantive fixes (extraction + variants); all threads resolved, approved.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:30:28.491526
58028,3,Approved after addressing one test cleanup suggestion.,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:31:17.919691
58025,2,"The PR is a clean, correct refactor that passed tests and was approved.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:31:45.713913
58026,3,"The PR is valid, but the quality is assessed as 3",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:32:13.956440
58016,1,"Trivial documentation addition, two markdown files only, no code changes.",5,"First-pass perfect, approved without revisions, clean and well-organized.",deepseek/deepseek-v4-flash:free,2026-05-15T01:32:33.719377
58022,4,"The PR is approved and clean, though the bot suggests a minor test improvement but it's not a rework.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:32:49.043173
58010,1,"This is a trivial documentation-only change (one file, 46 added lines) that explains a feature in an inbox skill, with no logic or architectural changes.",4,"The PR was directly approved by one reviewer without any rework cycles or reverts, indicating a clean submission.",deepseek/deepseek-v4-flash:free,2026-05-15T01:33:12.955283
58009,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:33:13.079699
58005,1,This PR is a trivial one-file CI configuration fix.,5,Approved and deployed successfully on first pass.,deepseek/deepseek-v4-flash:free,2026-05-15T01:33:34.900597
58004,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:33:47.584211
58008,2,Single-file admin config change with only removals.,3,Clean but required revisions per review comments.,deepseek/deepseek-v4-flash:free,2026-05-15T01:34:09.111648
58002,3,3-4 changes in a few files plus updating query snapshoots.,4,Clean with one review comment about helptext but no rework.,deepseek/deepseek-v4-flash:free,2026-05-15T01:34:14.271863
58003,3,no explanation provided,4,"The PR is cleanly structured with a clear problem/solution, passes reviews, and reverted=false with a minor naming nit (so 4).",deepseek/deepseek-v4-flash:free,2026-05-15T01:34:25.871304
58001,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:34:30.474923
57999,1,2,3,4,deepseek/deepseek-v4-flash:free,2026-05-15T01:34:42.537527
57998,2,"A single-file fix to correct a regression in exec MCP output, requiring a minimal logic check and three new tests.",3,"Accepted with a minor suggestion from bot review to parameterise tests, but passes all tests, type checks, and format checks.",deepseek/deepseek-v4-flash:free,2026-05-15T01:34:50.015746
57994,1,2,3,4,deepseek/deepseek-v4-flash:free,2026-05-15T01:34:54.217540
57996,2,Single file fix adjusting a test path to point to the correct frontend file.,3,"Approved by reviewer but has a comment about the brittle coupling, though it passed CI and was deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T01:34:55.934179
57989,3,Multi-file visual polish requiring changes to 6 files across the codebase for three separate fixes and a new story.,4,Clean delivery with passing tests and multiple approving reviews; no rework or revert issues.,deepseek/deepseek-v4-flash:free,2026-05-15T01:35:03.914443
57987,2,"The PR includes new tests, has an approval, and shows no rework, but a redundant mock in one test was noted in review.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:35:26.578455
57986,2,"single fix, 2 files, straightforward refactor",5,"first-pass perfect, clean, approved",deepseek/deepseek-v4-flash:free,2026-05-15T01:35:45.449471
57991,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:35:50.900633
57985,1,"Trivial documentation change, adding a policy note to two template files.",4,Clean change with two approvals and no rework cycles.,deepseek/deepseek-v4-flash:free,2026-05-15T01:35:59.757725
57983,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:36:17.309983
57984,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:36:29.704897
57980,3,Multi-file feature involving changes across multiple files but not architectural.,4,Clean implementation with one round of review and approved.,deepseek/deepseek-v4-flash:free,2026-05-15T01:37:12.997337
57972,3,Adding visibility filters across views and endpoints with test changes,3,Dead code not fixed after bot detected it,deepseek/deepseek-v4-flash:free,2026-05-15T01:37:18.400658
57967,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:37:38.940443
57965,4,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:38:20.405395
57964,1,"The PR adds a single diagnostic logging function in one file, but with multiple inline review comments that requested the try/catch guard and removal of a redundant field, indicating the implementation was not first-pass perfect. The description accurately stated the intent, the code matches after fixes, and one reviewer approved, so quality score is 4.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:38:30.392142
57959,3,The PR received multiple automated review comments (from several bots and one human reviewer questioning the need) that raised issues like naming hardcoded and team-scoping problems.,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:38:43.457404
57957,3,"The PR received approval from a human reviewer, addressed relevant code review concerns, deployed successfully, and included tests.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:39:14.103607
57963,4,4,4,4,deepseek/deepseek-v4-flash:free,2026-05-15T01:39:21.812371
57954,2,2,4,The PR was approved and the sole inline comment was fully addressed.,deepseek/deepseek-v4-flash:free,2026-05-15T01:39:27.950803
57952,2,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:40:50.921614
57953,3,"The PR is a multi-file feature adding auto-save with debounce and UI indicator across logic, scene, and test files.",2,"The PR has a major race condition flagged in review and was reverted (not deployed), indicating significant issues.",deepseek/deepseek-v4-flash:free,2026-05-15T01:41:16.319307
57952,2,Single-purpose docs restructuring with no code changes.,3,2-3 revisions based on inline comments about unused import in doc example.,deepseek/deepseek-v4-flash:free,2026-05-15T01:41:58.285894
57946,4,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:42:56.800501
57942,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:43:09.163444
57943,3,no explanation provided,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:43:59.121267
57941,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:44:14.384374
57940,3,This is a moderate-complexity fix involving two files and a transactional + raw delete modification.,4,"The fix is clean and deployed to all environments, with one human approval and a thorough description.",deepseek/deepseek-v4-flash:free,2026-05-15T01:44:19.129417
57938,3,3,3,3,deepseek/deepseek-v4-flash:free,2026-05-15T01:44:23.417829
57937,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:44:38.116533
57933,3,"The PR is clean, with updated tests and approvals, and inline feedback was addressed.",4,The review feedback was addressed and the PR is approved; it is clean without rework cycles. The test assertions were updated and the diff is straightforward.,deepseek/deepseek-v4-flash:free,2026-05-15T01:44:59.094117
57932,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:45:22.768915
57929,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:45:32.755014
57935,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:45:32.916579
57926,3,Multi-file fix with test additions and logic that touched table resolution across multiple code paths.,4,"Clean fix with thorough tests and an approved review, though it required one revision to fix a production bug.",deepseek/deepseek-v4-flash:free,2026-05-15T01:45:41.254170
57925,2,"A single-file bug fix with 8 added lines and 4 removed, addressing a specific TOML schema issue in one function.",4,"The PR has two approvals, no revert, and was tested locally with `tomllib` and `tach check`, indicating a clean, well-tested change.",deepseek/deepseek-v4-flash:free,2026-05-15T01:45:54.537989
57927,3,3,3,3,deepseek/deepseek-v4-flash:free,2026-05-15T01:46:33.634777
57923,4,"The PR is clean but not first-pass perfect; several review items were raised and fixed (e.g., removing time.sleep, adding error handling in frontend), and discussed bots, so 2-3 revisions",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:46:40.622409
57924,2,Prompt-only change in one file with no code or schema alterations,5,"First-pass perfect with thorough testing and review, deployed cleanly",deepseek/deepseek-v4-flash:free,2026-05-15T01:46:59.649379
57920,1,no explanation provided,2,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:47:09.655276
57922,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:47:18.814748
57919,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:47:33.797605
57918,3,"PR author bot, 2-3 revisions needed for the issues (1-second rerender, test parameterization), and not perfect first-pass.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:47:49.565766
57917,3,"Approved by bot, no behavior change, tests pass, clean without rework cycles.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:48:08.642110
57916,5,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T01:48:41.537462
57912,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T01:48:46.098425
57915,1,This is a straightforward two-line addition to CI filter patterns.,5,"The PR was first-pass perfect with only one revision, approved by a reviewer, deployed without issues.",deepseek/deepseek-v4-flash:free,2026-05-15T01:49:03.738686
